id,printing_cylinder,master_batch_id,cutting_unit,punching,unit_weight_kg,unit_quantity,package_weight_kg
1635,22,PT-111111,كيلو,علاقي,1,20,20
1636,24,PT-111111,كيلو,علاقي,1,20,20
1637,30,PT-111111,كيلو,علاقي,1,20,20
1638,12,PT-111111,كيلو,بنانة,1,20,20
1639,بدون طباعة,PT-111111,كيلو,علاقي,1,20,20
1640,36,PT-CLEAR,كيلو,بدون,1,20,20
1641,بدون طباعة,PT-CLEAR,كرتون,بدون,5,1,5
1642,26,PT-111111,كيلو,بدون,1,20,20
1643,14,PT-111111,كيلو,بنانة,1,20,20
1644,20,PT-150245,كيلو,بنانة,1,20,20
1645,20,PT-111111,كيلو,بنانة,1,20,20
1646,12,PT-CLEAR,كيلو,بنانة,1,20,20
1647,18,PT-CLEAR,كيلو,بنانة,1,20,20
1648,20,PT-130232-A,كيلو,علاقي,1,20,20
1649,22,PT-CLEAR,كيلو,بدون,1,20,20
1650,14,PT-111111,كيلو,بنانة,1,20,20
1651,18,PT-111111,كيلو,بدون,1,20,20
1652,26,PT-111111,كيلو,بنانة,1,20,20
1653,بدون طباعة,PT-120074,كيلو,بنانة,1,20,20
1654,20,PT-111111,كيلو,علاقي هوك,1,20,20
1655,24,PT-111111,كيلو,علاقي,1,20,20
1656,16,PT-111111,كيلو,علاقي,1,20,20
1657,24,PT-111111,كيلو,علاقي,1,20,20
1658,32,PT-111111,كيلو,علاقي,1,20,20
1659,16,PT-000000,كيلو,بنانة,1,20,20
1660,20,PT-000000,كيلو,بنانة,1,20,20
1661,24,PT-000000,كيلو,بنانة,1,20,20
1662,16,PT-111111,كيلو,بنانة,1,20,20
1663,20,PT-111111,كيلو,بنانة,1,20,20
1664,14,PT-CLEAR,كيلو,بدون,1,20,20
1665,18,PT-111111,كيلو,علاقي,1,20,20
1666,20,PT-111111,رول,بدون,1,20,20
1667,16,PT-111111,كيلو,علاقي,1,20,20
1668,20,PT-MIX,كيلو,علاقي,1,20,20
1669,28,PT-MIX,كيلو,علاقي,1,20,20
1670,36,PT-130232-A,كيلو,علاقي,1,20,20
1671,22,PT-MIX,كيلو,بنانة,1,20,20
1672,28,PT-MIX,كيلو,بنانة,1,20,20
1673,10,PT-CLEAR,كيلو,بدون,1,20,20
1674,18,PT-CLEAR,كيلو,بدون,1,20,20
1675,14,PT-111111,كيلو,بنانة,1,20,20
1676,16,PT-MIX,كيلو,بنانة,1,20,20
1677,20,PT-MIX,كيلو,بنانة,1,20,20
1678,22,PT-MIX,كيلو,بنانة,1,20,20
1679,12,PT-CLEAR,كيلو,بدون,1,20,20
1680,26,PT-111111,كيلو,علاقي,1,20,20
1681,32,PT-111111,كيلو,علاقي,1,20,20
1682,18,PT-120074,كيلو,بنانة,1,20,20
1683,28,PT-120074,كيلو,بنانة,1,20,20
1684,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1685,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1686,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1687,20,PT-111111,كيلو,علاقي,1,20,20
1688,36,PT-111111,كيلو,علاقي,1,20,20
1689,24,PT-111111,كيلو,علاقي,1,20,20
1690,28,PT-130232-B,باكت,بدون,1.3,10,13
1691,14,PT-111111,كيلو,بنانة,1,20,20
1692,20,PT-111111,كيلو,علاقي,1,20,20
1693,32,PT-111111,كيلو,علاقي,1,20,20
1694,22,PT-111111,كيلو,بنانة,1,20,20
1695,18,PT-111111,كيلو,بنانة,1,20,20
1696,12,PT-111111,كيلو,بنانة,1,20,20
1697,18,PT-MIX,كيلو,علاقي,1,20,20
1698,20,PT-111111,كيلو,بنانة,1,20,20
1699,14,PT-180374,كيلو,بنانة,1,20,20
1700,32,PT-111111,كيلو,علاقي,1,20,20
1701,18,PT-CLEAR,كيلو,بدون,1,20,20
1702,20,PT-111111,كيلو,بنانة,1,20,20
1703,18,PT-111111,كيلو,علاقي,1,20,20
1704,20,PT-111111,كيلو,علاقي,1,20,20
1705,16,PT-111111,كيلو,علاقي,1,20,20
1706,18,PT-111111,كيلو,علاقي,1,20,20
1707,24,PT-111111,كيلو,علاقي,1,20,20
1708,20,PT-111111,كيلو,علاقي,1,20,20
1709,28,PT-111111,كيلو,علاقي,1,20,20
1710,20,PT-111111,كيلو,بنانة,1,20,20
1711,32,PT-111111,كيلو,علاقي,1,20,20
1712,بدون طباعة,PT-000000,باكت,بدون,1,20,20
1713,36,PT-CLEAR,كيلو,بدون,1,20,20
1714,22,PT-160061,كيلو,بنانة,1,20,20
1715,14,PT-CLEAR,كيلو,بدون,1,20,20
1716,بدون طباعة,PT-130112,رول,بدون,0.8,20,16
1717,بدون طباعة,PT-140352,رول,بدون,0.8,20,16
1718,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
1719,24,PT-130232-A,كيلو,علاقي,1,20,20
1720,12,PT-CLEAR,كيلو,بدون,1,20,20
1721,14,PT-CLEAR,كيلو,بدون,1,20,20
1722,16,PT-CLEAR,كيلو,بدون,1,20,20
1723,18,PT-111111,كيلو,بدون,1,20,20
1724,24,PT-111111,كيلو,بدون,1,20,20
1725,12,PT-CLEAR,كيلو,بدون,1,20,20
1726,14,PT-CLEAR,كيلو,بدون,1,20,20
1727,28,PT-111111,كيلو,علاقي,1,20,20
1728,16,PT-111111,كيلو,علاقي,1,20,20
1729,12,PT-111111,كيلو,بنانة,1,20,20
1730,16,PT-111111,كيلو,علاقي,1,20,20
1731,20,PT-111111,كيلو,علاقي,1,20,20
1732,20,PT-111111,كيلو,بنانة,1,20,20
1733,24,PT-111111,كيلو,بنانة,1,20,20
1734,28,PT-111111,كيلو,بنانة,1,20,20
1735,36,PT-111111,كيلو,علاقي,1,20,20
1736,12,PT-CLEAR,كيلو,بدون,1,20,20
1737,16,PT-130232-A,كيلو,علاقي,1,20,20
1738,20,PT-130232-A,كيلو,علاقي,1,20,20
1739,26,PT-130232-A,كيلو,علاقي,1,20,20
1740,18,PT-120074,كيلو,علاقي,1,20,20
1741,24,PT-120074,كيلو,علاقي,1,20,20
1742,بدون طباعة,PT-120074,رول,بدون,1,20,20
1743,24,PT-111111,كيلو,بنانة,1,20,20
1744,بدون طباعة,PT-CLEAR,كرتون,بدون,4,1,4
1745,24,PT-111111,كيلو,بدون,1,20,20
1746,36,PT-111111,كيلو,بنانة,1,20,20
1747,36,PT-120074,كيلو,بنانة,1,20,20
1748,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
1749,بدون طباعة,PT-180122,كيلو,علاقي,1,20,20
1750,14,PT-111111,كيلو,علاقي,1,20,20
1751,18,PT-111111,كيلو,علاقي,1,20,20
1752,20,PT-111111,كيلو,علاقي,1,20,20
1753,22,PT-111111,كيلو,بنانة,1,20,20
1754,22,PT-120074,كيلو,بدون,1,20,20
1755,16,PT-111111,كيلو,علاقي,1,20,20
1756,20,PT-111111,كيلو,علاقي,1,20,20
1757,22,PT-111111,كيلو,علاقي,1,20,20
1758,14,PT-111111,كيلو,بدون,1,20,20
1759,16,PT-111111,كيلو,علاقي هوك,1,20,20
1760,18,PT-111111,كيلو,علاقي هوك,1,20,20
1761,20,PT-111111,كيلو,علاقي هوك,1,20,20
1762,24,PT-111111,كيلو,علاقي هوك,1,20,20
1763,18,PT-111111,كيلو,بنانة,1,20,20
1764,28,PT-111111,كيلو,بنانة,1,20,20
1765,34,PT-111111,كيلو,بنانة,1,20,20
1766,24,PT-CLEAR,كيلو,بنانة,1,20,20
1767,39,PT-CLEAR,كيلو,بنانة,1,20,20
1768,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
1769,12,PT-CLEAR,كيلو,بدون,1,20,20
1770,بدون طباعة,PT-CLEAR,باكت,بدون,0.8,20,16
1771,بدون طباعة,PT-111111,رول,بدون,1,20,20
1772,بدون طباعة,PT-CLEAR,باكت,بدون,0.9,20,18
1773,18,PT-180122,كيلو,بدون,1,20,20
1774,بدون طباعة,PT-CLEAR,رول,بدون,50,1,50
1775,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1776,بدون طباعة,PT-130231,كيلو,بدون,1,20,20
1777,بدون طباعة,PT-130231,كيلو,بدون,1,20,20
1778,بدون طباعة,PT-130231,كيلو,بدون,1,20,20
1779,18,PT-CLEAR,كيلو,بنانة,1,20,20
1780,24,PT-CLEAR,كيلو,بنانة,1,20,20
1781,32,PT-CLEAR,كيلو,بنانة,1,20,20
1782,14,PT-120074,كيلو,بنانة,1,20,20
1783,24,PT-CLEAR,كيلو,بنانة,1,20,20
1784,39,PT-CLEAR,كيلو,بدون,1,20,20
1785,14,PT-CLEAR,كيلو,بدون,1,20,20
1786,16,PT-111111,كيلو,علاقي,1,20,20
1787,16,PT-130231,كيلو,علاقي هوك,1,20,20
1788,18,PT-130231,كيلو,علاقي هوك,1,20,20
1789,بدون طباعة,PT-111111,كيلو,علاقي,1,20,20
1790,بدون طباعة,PT-130232-B,كيلو,علاقي,1,20,20
1791,14,PT-CLEAR,كيلو,بنانة,1,20,20
1792,16,PT-111111,كيلو,علاقي,1,20,20
1793,20,PT-111111,كيلو,علاقي,1,20,20
1794,39,PT-111111,كيلو,علاقي,1,20,20
1795,20,PT-150086,كيلو,علاقي,1,20,20
1796,24,PT-150086,كيلو,علاقي,1,20,20
1797,26,PT-150086,كيلو,علاقي,1,20,20
1798,12,PT-111111,كيلو,بنانة,1,20,20
1799,24,PT-CLEAR,كيلو,بدون,1,20,20
1800,34,PT-CLEAR,كيلو,بدون,1,20,20
1801,14,PT-180361,كيلو,بنانة,1,20,20
1802,24,PT-140079,كيلو,علاقي,1,20,20
1803,16,PT-111111,كيلو,بنانة,1,20,20
1804,20,PT-111111,كيلو,علاقي هوك,1,20,20
1805,20,PT-111111,كيلو,علاقي,1,20,20
1806,24,PT-111111,كيلو,علاقي,1,20,20
1807,16,PT-111111,كيلو,علاقي,1,20,20
1808,20,PT-111111,كيلو,علاقي,1,20,20
1809,24,PT-111111,كيلو,علاقي,1,20,20
1810,20,PT-111111,كيلو,علاقي,1,20,20
1811,22,PT-111111,كيلو,علاقي,1,20,20
1812,10,PT-CLEAR,كيلو,بدون,1,20,20
1813,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1814,14,PT-CLEAR,كيلو,بدون,1,20,20
1815,20,PT-CLEAR,كيلو,علاقي,1,20,20
1816,24,PT-CLEAR,كيلو,علاقي,1,20,20
1817,بدون طباعة,PT-CLEAR,رول,بدون,1,20,20
1818,8,PT-CLEAR,كيلو,بدون,1,20,20
1819,10,PT-CLEAR,كيلو,بدون,1,20,20
1820,8,PT-CLEAR,كيلو,بدون,1,20,20
1821,20,PT-CLEAR,كيلو,بدون,1,20,20
1822,16,PT-CLEAR,كيلو,بدون,1,20,20
1823,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
1824,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
1825,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
1826,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
1827,18,PT-111111,كيلو,علاقي,1,20,20
1828,14,PT-130232-B,كيلو,بدون,1,20,20
1829,18,PT-130232-B,كيلو,بدون,1,20,20
1830,28,PT-130232-B,كيلو,بدون,1,20,20
1831,32,PT-CLEAR,كيلو,بدون,1,20,20
1832,16,PT-111111,كيلو,بنانة,1,20,20
1833,18,PT-111111,كيلو,بنانة,1,20,20
1834,بدون طباعة,PT-111111,رول,بدون,0.9,20,18
1835,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
1836,بدون طباعة,PT-140352,رول,بدون,0.9,20,18
1837,20,PT-111111,كيلو,بنانة,1,20,20
1838,16,PT-180122,كيلو,بدون,1,20,20
1839,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1840,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
1841,39,PT-111111,كيلو,بنانة,1,20,20
1842,16,PT-111111,كيلو,بنانة,1,20,20
1843,16,PT-111111,كيلو,بنانة,1,20,20
1844,20,PT-111111,كيلو,بنانة,1,20,20
1845,16,PT-111111,كيلو,بنانة,1,20,20
1846,16,PT-111111,كيلو,بنانة,1,20,20
1847,20,PT-111111,كيلو,بنانة,1,20,20
1848,16,PT-111111,كيلو,بنانة,1,20,20
1849,16,PT-111111,كيلو,بنانة,1,20,20
1850,20,PT-111111,كيلو,بنانة,1,20,20
1851,18,PT-111111,كيلو,بنانة,1,20,20
1852,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1853,14,PT-111111,كيلو,بنانة,1,20,20
1854,12,PT-CLEAR,كيلو,بنانة,1,20,20
1855,16,PT-140079,كيلو,بنانة,1,20,20
1856,18,PT-111111,كيلو,علاقي,1,20,20
1857,20,PT-111111,كيلو,علاقي,1,20,20
1858,24,PT-111111,كيلو,علاقي,1,20,20
1859,28,PT-111111,كيلو,علاقي,1,20,20
1860,18,PT-111111,كيلو,بدون,1,20,20
1861,20,PT-111111,كيلو,بدون,1,20,20
1862,بدون طباعة,PT-140079,رول,بدون,5,1,5
1863,18,PT-180361,كيلو,بدون,1,20,20
1864,24,PT-180361,كيلو,بدون,1,20,20
1865,28,PT-180361,كيلو,بدون,1,20,20
1866,18,PT-CLEAR,كيلو,علاقي,1,20,20
1867,24,PT-111111,كيلو,علاقي,1,20,20
1868,14,PT-CLEAR,كيلو,بدون,1,20,20
1869,24,PT-102004,كيلو,بدون,1,20,20
1870,28,PT-111111,كيلو,بدون,1,20,20
1871,32,PT-120074,كيلو,علاقي,1,20,20
1872,32,PT-111111,كيلو,علاقي,1,20,20
1873,16,PT-CLEAR,كيلو,بدون,1,20,20
1874,18,PT-111111,كيلو,بدون,1,20,20
1875,24,PT-111111,كيلو,بدون,1,20,20
1876,28,PT-111111,كيلو,بدون,1,20,20
1877,بدون طباعة,PT-111111,باكت,بدون,2,1,2
1878,24,PT-111111,كيلو,علاقي,1,20,20
1879,18,PT-111111,كيلو,بدون,1,20,20
1880,16,PT-130232-B,كيلو,بدون,1,20,20
1881,24,PT-CLEAR,كيلو,بدون,1,20,20
1882,16,PT-111111,كيلو,بدون,1,20,20
1883,18,PT-111111,كيلو,بدون,1,20,20
1884,20,PT-111111,كيلو,بدون,1,20,20
1885,24,PT-111111,كيلو,بدون,1,20,20
1886,16,PT-111111,كيلو,بدون,1,20,20
1887,18,PT-111111,كيلو,بدون,1,20,20
1888,20,PT-111111,كيلو,بدون,1,20,20
1889,24,PT-111111,كيلو,بدون,1,20,20
1890,20,PT-150086,كيلو,بنانة,1,20,20
1891,بدون طباعة,PT-111111,رول,بدون,0.5,20,10
1892,بدون طباعة,PT-130231,رول,بدون,0.5,20,10
1893,بدون طباعة,PT-140352,رول,بدون,0.5,20,10
1894,بدون طباعة,PT-CLEAR,باكت,بدون,0.2,20,4
1895,بدون طباعة,PT-CLEAR,باكت,بدون,0.2,20,4
1896,بدون طباعة,PT-CLEAR,باكت,بدون,0.2,20,4
1897,بدون طباعة,PT-CLEAR,كيلو,بدون,0.2,20,4
1898,بدون طباعة,PT-140340,كرتون,بدون,4,1,4
1899,14,PT-120074,رول,بدون,50,1,50
1900,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1901,32,PT-CLEAR,كيلو,بدون,1,20,20
1902,24,PT-111111,كيلو,بنانة,1,20,20
1903,18,PT-120074,كيلو,بنانة,1,20,20
1904,18,PT-111111,كيلو,بنانة,1,20,20
1905,22,PT-111111,كيلو,بنانة,1,20,20
1906,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1907,32,PT-CLEAR,كيلو,بدون,1,20,20
1908,بدون طباعة,PT-180361,كيلو,بنانة,1,20,20
1909,24,PT-111111,كيلو,بنانة,1,20,20
1910,36,PT-111111,كيلو,بنانة,1,20,20
1911,39,PT-111111,كيلو,بنانة,1,20,20
1912,28,PT-111111,كيلو,بنانة,1,20,20
1913,20,PT-CLEAR,كيلو,بنانة,1,20,20
1914,بدون طباعة,PT-120074,رول,بدون,1,20,20
1915,18,PT-111111,كيلو,بنانة,1,20,20
1916,20,PT-111111,كيلو,بنانة,1,20,20
1917,16,PT-130232-A,كيلو,علاقي,1,20,20
1918,20,PT-130232-A,كيلو,علاقي,1,20,20
1919,14,PT-111111,كيلو,بنانة,1,20,20
1920,18,PT-111111,كيلو,علاقي هوك,1,20,20
1921,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1922,24,PT-120074,كيلو,بنانة,1,20,20
1923,بدون طباعة,PT-111111,رول,بدون,0.8,20,16
1924,بدون طباعة,PT-111111,رول,بدون,1.8,10,18
1925,بدون طباعة,PT-111111,رول,بدون,0.9,20,18
1926,بدون طباعة,PT-130231,رول,بدون,0.9,20,18
1927,بدون طباعة,PT-140340,رول,بدون,0.9,20,18
1928,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
1929,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
1930,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
1931,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
1932,بدون طباعة,PT-111111,رول,بدون,1.8,10,18
1933,18,PT-111111,كيلو,بدون,1,20,20
1934,22,PT-111111,كيلو,بنانة,1,20,20
1935,20,PT-111111,باكت,بدون,0.9,20,18
1936,20,PT-111111,رول,بدون,1,20,20
1937,20,PT-111111,كور,بدون,1.8,10,18
1938,20,PT-111111,رول,بدون,1.8,10,18
1939,18,PT-111111,كيلو,بنانة,1,20,20
1940,12,PT-111111,كيلو,بنانة,1,20,20
1941,16,PT-111111,كيلو,علاقي هوك,1,20,20
1942,18,PT-111111,كيلو,علاقي هوك,1,20,20
1943,20,PT-111111,كيلو,علاقي هوك,1,20,20
1944,24,PT-111111,كيلو,علاقي هوك,1,20,20
1945,20,PT-111111,كيلو,علاقي هوك,1,20,20
1946,20,PT-MIX,كيلو,علاقي هوك,1,20,20
1947,بدون طباعة,PT-111111,رول,بدون,1,20,20
1948,14,PT-CLEAR,كيلو,بدون,1,20,20
1949,12,PT-111111,كيلو,بدون,1,20,20
1950,28,PT-CLEAR,كيلو,بنانة,1,20,20
1951,20,PT-CLEAR,كيلو,بنانة,1,20,20
1952,22,PT-130231,كيلو,بدون,1,20,20
1953,18,PT-111111,كيلو,علاقي,1,20,20
1954,20,PT-111111,كيلو,علاقي,1,20,20
1955,24,PT-111111,كيلو,علاقي,1,20,20
1956,28,PT-111111,كيلو,بدون,1,20,20
1957,14,PT-120074,كيلو,علاقي,1,20,20
1958,16,PT-120074,كيلو,علاقي,1,20,20
1959,20,PT-120074,كيلو,علاقي,1,20,20
1960,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1961,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
1962,16,PT-111111,كيلو,بدون,1,20,20
1963,16,PT-120074,كيلو,بنانة,1,20,20
1964,32,PT-111111,كيلو,بنانة,1,20,20
1965,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
1966,بدون طباعة,PT-180122,كيلو,بدون,1,20,20
1967,20,PT-CLEAR,كيلو,بدون,1,20,20
1968,16,PT-111111,كيلو,بنانة,1,20,20
1969,20,PT-111111,كيلو,بنانة,1,20,20
1970,16,PT-111111,كيلو,بنانة,1,20,20
1971,18,PT-111111,كيلو,بنانة,1,20,20
1972,24,PT-CLEAR,كيلو,بدون,1,20,20
1973,20,PT-111111,كيلو,علاقي,1,20,20
1974,24,PT-111111,كيلو,علاقي,1,20,20
1975,28,PT-111111,كيلو,علاقي,1,20,20
1976,بدون طباعة,PT-111111,رول,بدون,1,20,20
1977,16,PT-120074,كيلو,بنانة,1,20,20
1978,18,PT-120074,كيلو,بنانة,1,20,20
1979,24,PT-120074,كيلو,بنانة,1,20,20
1980,18,PT-111111,كيلو,بدون,1,20,20
1981,20,PT-111111,كيلو,بدون,1,20,20
1982,18,PT-150245,كيلو,بنانة,1,20,20
1983,20,PT-120074,كيلو,بدون,1,20,20
1984,24,PT-120074,كيلو,بدون,1,20,20
1985,32,PT-120074,كيلو,بدون,1,20,20
1986,14,PT-111111,كيلو,بدون,1,20,20
1987,18,PT-111111,كيلو,بدون,1,20,20
1988,14,PT-111111,كيلو,بنانة,1,20,20
1989,20,PT-111111,باكت,بدون,0.8,20,16
1990,14,PT-130232-A,كيلو,بنانة,1,20,20
1991,18,PT-111111,كيلو,علاقي هوك,1,20,20
1992,20,PT-111111,كيلو,علاقي هوك,1,20,20
1993,24,PT-111111,كيلو,علاقي هوك,1,20,20
1994,16,PT-111111,كيلو,علاقي,1,20,20
1995,18,PT-111111,كيلو,علاقي,1,20,20
1996,20,PT-111111,كيلو,علاقي,1,20,20
1997,8,PT-CLEAR,كيلو,بدون,1,20,20
1998,12,PT-CLEAR,كيلو,بدون,1,20,20
1999,20,PT-111111,كرتون,بدون,3,1,3
2000,18,PT-111111,كيلو,بنانة,1,20,20
2001,16,PT-111111,كيلو,بنانة,1,20,20
2002,18,PT-111111,كيلو,بنانة,1,20,20
2003,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
2004,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
2005,28,PT-111111,كيلو,علاقي,1,20,20
2006,16,PT-111111,كيلو,بنانة,1,20,20
2007,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2008,28,PT-111111,كيلو,علاقي,1,20,20
2009,18,PT-111111,كيلو,بنانة,1,20,20
2010,24,PT-111111,كيلو,بنانة,1,20,20
2011,20,PT-111111,كيلو,علاقي,1,20,20
2012,24,PT-111111,كيلو,علاقي,1,20,20
2013,28,PT-111111,كيلو,علاقي,1,20,20
2014,32,PT-111111,كيلو,علاقي,1,20,20
2015,28,PT-111111,كيلو,علاقي,1,20,20
2016,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
2017,16,PT-CLEAR,كيلو,بنانة,1,20,20
2018,20,PT-CLEAR,كيلو,بنانة,1,20,20
2019,28,PT-CLEAR,كيلو,بنانة,1,20,20
2020,24,PT-111111,كيلو,علاقي,1,20,20
2021,12,PT-111111,كيلو,بنانة,1,20,20
2022,20,PT-111111,رول,بدون,0.9,20,18
2023,12,PT-111111,كيلو,بنانة,1,20,20
2024,28,PT-120074,كيلو,علاقي هوك,1,20,20
2025,14,PT-130231,كيلو,بنانة,1,20,20
2026,18,PT-130231,كيلو,بنانة,1,20,20
2027,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
2028,24,PT-180361,كيلو,بنانة,1,20,20
2029,32,PT-CLEAR,كيلو,علاقي,1,20,20
2030,بدون طباعة,PT-111111,رول,بدون,0.9,20,18
2031,بدون طباعة,PT-140352,رول,بدون,0.9,20,18
2032,12,PT-111111,كيلو,بنانة,1,20,20
2033,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
2034,12,PT-111111,كيلو,علاقي,1,20,20
2035,18,PT-111111,كيلو,علاقي,1,20,20
2036,20,PT-111111,كيلو,علاقي,1,20,20
2037,16,PT-111111,كيلو,علاقي,1,20,20
2038,20,PT-111111,كيلو,علاقي,1,20,20
2039,24,PT-111111,كيلو,علاقي,1,20,20
2040,32,PT-111111,كيلو,علاقي,1,20,20
2041,16,PT-120074,كيلو,علاقي هوك,1,20,20
2042,18,PT-120074,كيلو,علاقي هوك,1,20,20
2043,20,PT-120074,كيلو,علاقي هوك,1,20,20
2044,24,PT-120074,كيلو,علاقي هوك,1,20,20
2045,10,PT-CLEAR,كيلو,بدون,1,20,20
2046,بدون طباعة,PT-111111,رول,بدون,1,20,20
2047,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2048,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2049,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
2050,18,PT-111111,كيلو,علاقي هوك,1,20,20
2051,20,PT-CLEAR,كرتون,بنانة,10,1,10
2052,بدون طباعة,PT-CLEAR,باكت,بدون,0.2,20,4
2053,بدون طباعة,PT-CLEAR,باكت,بدون,0.2,20,4
