id,printing_cylinder,master_batch_id,cutting_unit,punching,unit_weight_kg,unit_quantity,package_weight_kg
3712,20,PT-CLEAR,كيلو,بنانة,1,20,20
3713,10,PT-111111,كيلو,بنانة,1,20,20
3714,بدون طباعة,PT-CLEAR,باكت,بدون,0.7,20,14
3715,بدون طباعة,PT-CLEAR,رول,بدون,0.5,20,10
3716,20,PT-111111,كيلو,بنانة,1,20,20
3717,18,PT-111111,كيلو,بنانة,1,20,20
3718,24,PT-111111,كيلو,بنانة,1,20,20
3719,34,PT-111111,كيلو,بنانة,1,20,20
3720,18,PT-111111,كيلو,علاقي,1,20,20
3721,24,PT-111111,كيلو,علاقي,1,20,20
3722,32,PT-111111,كيلو,علاقي,1,20,20
3723,بدون طباعة,PT-111111,باكت,بدون,0.45,20,9
3724,18,PT-CLEAR,كيلو,بنانة,1,20,20
3725,20,PT-111111,باكت,بدون,1,20,20
3726,18,PT-180122,كيلو,بنانة,1,20,20
3727,22,PT-180122,كيلو,بنانة,1,20,20
3728,24,PT-111111,كيلو,بنانة,1,20,20
3729,بدون طباعة,PT-111111,رول,بدون,0.4,20,8
3730,بدون طباعة,PT-130231,رول,بدون,0.4,20,8
3731,بدون طباعة,PT-140352,رول,بدون,0.4,20,8
3732,بدون طباعة,PT-111111,باكت,بدون,0.8,20,16
3733,بدون طباعة,PT-111111,رول,بدون,1,20,20
3734,بدون طباعة,PT-000000,باكت,بدون,2,12,24
3735,بدون طباعة,PT-000000,باكت,بدون,2,12,24
3736,بدون طباعة,PT-000000,باكت,بدون,2,10,20
3737,بدون طباعة,PT-000000,باكت,بدون,2,10,20
3738,24,PT-CLEAR,كيلو,بدون,1,20,20
3739,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3740,20,PT-111111,كيلو,علاقي هوك,1,20,20
3741,بدون طباعة,PT-CLEAR,رول,بدون,39,1,39
3742,بدون طباعة,PT-000000,باكت,بدون,1.6,10,16
3743,بدون طباعة,PT-140352,كرتون,بدون,2.5,1,2.5
3744,20,PT-CLEAR,كيلو,بدون,1,20,20
3745,20,PT-CLEAR,كيلو,بنانة,1,20,20
3746,20,PT-CLEAR,كيلو,بنانة,1,20,20
3747,14,PT-CLEAR,كيلو,بنانة,1,20,20
3748,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3749,18,PT-CLEAR,كيلو,بنانة,1,20,20
3750,بدون طباعة,PT-000000,رول,بدون,0.9,20,18
3751,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3752,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3753,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3754,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3755,20,PT-CLEAR,كيلو,علاقي هوك,1,20,20
3756,12,PT-111111,كيلو,بنانة,1,20,20
3757,12,PT-000000,كيلو,بنانة,1,20,20
3758,18,PT-111111,كيلو,بنانة,1,20,20
3759,22,PT-000000,كيلو,بنانة,1,20,20
3760,بدون طباعة,PT-111111,باكت,بدون,1,20,20
3761,بدون طباعة,PT-111111,رول,بدون,0.8,20,16
3762,بدون طباعة,PT-111111,رول,بدون,0.9,20,18
3763,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3764,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3765,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3766,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3767,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3768,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3769,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3770,14,PT-CLEAR,كيلو,بدون,1,20,20
3771,16,PT-111111,كيلو,علاقي هوك,1,20,20
3772,12,PT-111111,كيلو,بنانة,1,20,20
3773,18,PT-111111,كيلو,بنانة,1,20,20
3774,20,PT-000000,باكت,بدون,3.2,5,16
3775,20,PT-111111,كيلو,بنانة,1,20,20
3776,22,PT-111111,كيلو,علاقي هوك,1,20,20
3777,22,PT-111111,كيلو,بنانة,1,20,20
3778,28,PT-CLEAR,كيلو,بدون,1,20,20
3779,10,PT-130231,كيلو,بنانة,1,20,20
3780,16,PT-CLEAR,كيلو,بنانة,1,20,20
3781,20,PT-111111,كيلو,بنانة,1,20,20
3782,22,PT-111111,كيلو,بنانة,1,20,20
3783,24,PT-111111,كيلو,بنانة,1,20,20
3784,20,PT-111111,كيلو,بنانة,1,20,20
3785,22,PT-000000,كيلو,بنانة,1,20,20
3786,26,PT-000000,كيلو,بنانة,1,20,20
3787,بدون طباعة,PT-CLEAR,كيلو,بنانة,1,20,20
3788,بدون طباعة,PT-CLEAR,كيلو,بنانة,1,20,20
3789,12,PT-CLEAR,كيلو,بدون,1,20,20
3790,12,PT-CLEAR,كيلو,بدون,1,20,20
3791,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
3792,18,PT-120074,كيلو,بنانة,1,20,20
3793,18,PT-CLEAR,كيلو,بنانة,1,20,20
3794,14,PT-CLEAR,كيلو,بنانة,1,20,20
3795,14,PT-CLEAR,كيلو,بنانة,1,20,20
3796,14,PT-111111,كيلو,بنانة,1,20,20
3797,18,PT-111111,كيلو,بنانة,1,20,20
3798,34,PT-CLEAR,كيلو,بدون,1,20,20
3799,16,PT-CLEAR,كيلو,بنانة,1,20,20
3800,18,PT-111111,كيلو,علاقي هوك,1,20,20
3801,28,PT-111111,كيلو,علاقي هوك,1,20,20
3802,14,PT-111111,كيلو,علاقي هوك,1,20,20
3803,14,PT-CLEAR,كيلو,بنانة,1,20,20
3804,16,PT-CLEAR,كيلو,بنانة,1,20,20
3805,22,PT-CLEAR,كيلو,بنانة,1,20,20
3806,22,PT-CLEAR,كيلو,بنانة,1,20,20
3807,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
3808,24,PT-111111,كيلو,علاقي هوك,1,20,20
3809,16,PT-111111,باكت,بدون,1,20,20
3810,18,PT-111111,كيلو,علاقي هوك,1,20,20
3811,14,PT-111111,باكت,بدون,1,20,20
3812,18,PT-CLEAR,كيلو,علاقي,1,20,20
3813,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3814,16,PT-CLEAR,كيلو,بنانة,1,20,20
3815,26,PT-CLEAR,كيلو,بنانة,1,20,20
3816,18,PT-111111,كيلو,علاقي هوك,1,20,20
3817,20,PT-111111,كيلو,علاقي هوك,1,20,20
3818,22,PT-111111,كيلو,علاقي هوك,1,20,20
3819,28,PT-111111,كيلو,علاقي هوك,1,20,20
3820,بدون طباعة,PT-000000,باكت,بدون,1,20,20
3821,14,PT-111111,كيلو,بنانة,1,20,20
3822,14,PT-CLEAR,كيلو,بنانة,1,20,20
3823,18,PT-CLEAR,كيلو,بنانة,1,20,20
3824,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3825,20,PT-150086,كيلو,بنانة,1,20,20
3826,بدون طباعة,PT-101008,رول,بدون,15,1,15
3827,بدون طباعة,PT-101008,كيلو,بدون,1,20,20
3828,بدون طباعة,PT-101008,كيلو,بدون,1,20,20
3829,18,PT-111111,كيلو,علاقي,1,20,20
3830,24,PT-111111,كيلو,علاقي,1,20,20
3831,بدون طباعة,PT-120074,كيلو,علاقي,1,20,20
3832,بدون طباعة,PT-120074,كيلو,علاقي,1,20,20
3833,بدون طباعة,PT-120074,كيلو,علاقي,1,20,20
3834,بدون طباعة,PT-120074,كيلو,علاقي,1,20,20
3835,22,PT-CLEAR,كيلو,بنانة,1,20,20
3836,20,PT-CLEAR,كيلو,بنانة,1,20,20
3837,18,PT-111111,كيلو,علاقي,1,20,20
3838,24,PT-111111,كيلو,علاقي,1,20,20
3839,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
3840,24,PT-111111,كيلو,علاقي هوك,1,20,20
3841,بدون طباعة,PT-111111,رول,بدون,1,20,20
3842,20,PT-120074,كيلو,علاقي هوك,1,20,20
3843,24,PT-120074,كيلو,علاقي هوك,1,20,20
3844,20,PT-MIX,باكت,بدون,0.8,20,16
3845,بدون طباعة,PT-CLEAR,باكت,بدون,0.5,20,10
3846,بدون طباعة,PT-000000,باكت,بدون,0.8,20,16
3847,بدون طباعة,PT-000000,باكت,بدون,0.8,20,16
3848,بدون طباعة,PT-000000,باكت,بدون,0.8,20,16
3849,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
3850,بدون طباعة,PT-111111,كيلو,علاقي,1,20,20
3851,24,PT-111111,كيلو,علاقي,1,20,20
3852,32,PT-111111,كيلو,علاقي,1,20,20
3853,بدون طباعة,PT-111111,باكت,بدون,1,20,20
3854,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3855,بدون طباعة,PT-CLEAR,رول,بدون,0.9,20,18
3856,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3857,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3858,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3859,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3860,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3861,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3862,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3863,16,PT-CLEAR,كيلو,بدون,1,20,20
3864,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3865,18,PT-111111,كيلو,علاقي هوك,1,20,20
3866,28,PT-120074,كيلو,علاقي,1,20,20
3867,16,PT-111111,كيلو,بنانة,1,20,20
3868,18,PT-CLEAR,كيلو,بنانة,1,20,20
3869,16,PT-130231,كيلو,بنانة,1,20,20
3870,20,PT-120074,كيلو,بنانة,1,20,20
3871,16,PT-CLEAR,كيلو,بنانة,1,20,20
3872,12,PT-130231,كيلو,بنانة,1,20,20
3873,16,PT-111111,كيلو,بنانة,1,20,20
3874,20,PT-111111,كيلو,بنانة,1,20,20
3875,24,PT-111111,رول,بدون,10,1,10
3876,24,PT-CLEAR,كيلو,بنانة,1,20,20
3877,22,PT-130232-A,كيلو,علاقي,1,20,20
3878,28,PT-130232-A,كيلو,علاقي,1,20,20
3879,12,PT-111111,كرتون,بدون,15,1,15
3880,18,PT-CLEAR,كيلو,بنانة,1,20,20
3881,18,PT-130231,كيلو,علاقي,1,20,20
3882,24,PT-130231,كيلو,علاقي,1,20,20
3883,32,PT-130231,كيلو,علاقي,1,20,20
3884,14,PT-CLEAR,كيلو,بدون,1,20,20
3885,بدون طباعة,PT-000000,باكت,بدون,1.2,10,12
3886,بدون طباعة,PT-000000,باكت,بدون,1.5,10,15
3887,16,PT-111111,كيلو,علاقي,1,20,20
3888,20,PT-111111,كيلو,علاقي,1,20,20
3889,22,PT-MIX,كيلو,علاقي هوك,1,20,20
3890,20,PT-CLEAR,كيلو,بدون,1,20,20
3891,16,PT-CLEAR,كيلو,بنانة,1,20,20
3892,24,PT-CLEAR,كيلو,بنانة,1,20,20
3893,14,PT-111111,كيلو,بنانة,1,20,20
3894,20,PT-111111,كيلو,بنانة,1,20,20
3895,12,PT-111111,كيلو,بنانة,1,20,20
3896,12,PT-111111,كيلو,بدون,1,20,20
3897,24,PT-CLEAR,كيلو,بدون,1,20,20
3898,32,PT-111111,كيلو,بدون,1,20,20
3899,بدون طباعة,PT-CLEAR,رول,بدون,1,20,20
3900,بدون طباعة,PT-111111,رول,بدون,0.45,20,9
3901,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3902,16,PT-CLEAR,كيلو,بنانة,1,20,20
3903,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3904,20,PT-111111,كيلو,بنانة,1,20,20
3905,20,PT-CLEAR,كيلو,بنانة,1,20,20
3906,28,PT-111111,كيلو,علاقي هوك,1,20,20
3907,24,PT-111111,كيلو,علاقي هوك,1,20,20
3908,بدون طباعة,PT-120074,كيلو,علاقي,1,20,20
3909,بدون طباعة,PT-120074,كيلو,علاقي,1,20,20
3910,بدون طباعة,PT-120074,كيلو,علاقي,1,20,20
3911,16,PT-120074,كيلو,بنانة,1,20,20
3912,20,PT-120074,كيلو,بنانة,1,20,20
3913,24,PT-120074,كيلو,بنانة,1,20,20
3914,18,PT-CLEAR,كيلو,بنانة,1,20,20
3915,22,PT-CLEAR,كيلو,بنانة,1,20,20
3916,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3917,16,PT-CLEAR,كيلو,بنانة,1,20,20
3918,20,PT-CLEAR,كيلو,بنانة,1,20,20
3919,16,PT-CLEAR,كيلو,بنانة,1,20,20
3920,26,PT-CLEAR,كيلو,بنانة,1,20,20
3921,بدون طباعة,PT-000000,باكت,بدون,2.7,5,13.5
3922,بدون طباعة,PT-111111,كرتون,بنانة,4.5,1,4.5
3923,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3924,16,PT-000000,كيلو,بدون,1,20,20
3925,24,PT-111111,كيلو,علاقي هوك,1,20,20
3926,14,PT-CLEAR,كيلو,بنانة,1,20,20
3927,16,PT-111111,كيلو,بنانة,1,20,20
3928,16,PT-CLEAR,كيلو,بنانة,1,20,20
3929,24,PT-CLEAR,كيلو,علاقي,1,20,20
3930,18,PT-111111,كيلو,علاقي,1,20,20
3931,22,PT-111111,كيلو,علاقي,1,20,20
3932,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3933,18,PT-CLEAR,كيلو,بنانة,1,20,20
3934,12,PT-111111,كيلو,بنانة,1,20,20
3935,16,PT-111111,كيلو,بنانة,1,20,20
3936,بدون طباعة,PT-CLEAR,باكت,بدون,4,1,4
3937,16,PT-111111,كيلو,بنانة,1,20,20
3938,20,PT-111111,كيلو,بنانة,1,20,20
3939,16,PT-111111,كيلو,علاقي هوك,1,20,20
3940,22,PT-111111,كيلو,علاقي هوك,1,20,20
3941,24,PT-111111,كيلو,علاقي هوك,1,20,20
3942,16,PT-CLEAR,كيلو,بدون,1,20,20
3943,بدون طباعة,PT-111111,كرتون,بدون,2.5,1,2.5
3944,18,PT-111111,كيلو,بدون,1,20,20
3945,بدون طباعة,PT-000000,باكت,بدون,2,10,20
3946,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3947,بدون طباعة,PT-CLEAR,رول,بدون,39,1,39
3948,بدون طباعة,PT-000000,باكت,بدون,2.4,5,12
3949,18,PT-111111,كيلو,بنانة,1,20,20
3950,16,PT-111111,كيلو,بنانة,1,20,20
3951,20,PT-111111,كيلو,بنانة,1,20,20
3952,24,PT-111111,كيلو,بنانة,1,20,20
3953,16,PT-111111,كيلو,بنانة,1,20,20
3954,20,PT-111111,كيلو,بنانة,1,20,20
3955,24,PT-111111,كيلو,بنانة,1,20,20
3956,20,PT-111111,كيلو,علاقي هوك,1,20,20
3957,8,PT-CLEAR,كيلو,بدون,1,20,20
3958,10,PT-CLEAR,كيلو,بدون,1,20,20
3959,بدون طباعة,PT-CLEAR,كيلو,علاقي,1,20,20
3960,16,PT-CLEAR,كيلو,بنانة,1,20,20
3961,14,PT-CLEAR,كيلو,بدون,1,20,20
3962,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
3963,16,PT-111111,كيلو,بنانة,1,20,20
3964,24,PT-CLEAR,كيلو,علاقي,1,20,20
3965,32,PT-CLEAR,كيلو,علاقي,1,20,20
3966,20,PT-111111,كيلو,بنانة,1,20,20
3967,16,PT-CLEAR,كيلو,علاقي هوك,1,20,20
3968,20,PT-CLEAR,كيلو,علاقي هوك,1,20,20
3969,18,PT-CLEAR,كيلو,بنانة,1,20,20
3970,بدون طباعة,PT-CLEAR,كيلو,بدون,0.005,20,0.1
3971,14,PT-CLEAR,كيلو,بنانة,1,20,20
3972,16,PT-111111,كيلو,بنانة,1,20,20
3973,16,PT-CLEAR,كيلو,بنانة,1,20,20
3974,24,PT-CLEAR,كيلو,بنانة,1,20,20
3975,16,PT-CLEAR,كيلو,بنانة,1,20,20
3976,بدون طباعة,PT-111111,رول,بدون,1,20,20
3977,بدون طباعة,PT-CLEAR,رول,بدون,15,1,15
3978,بدون طباعة,PT-CLEAR,باكت,بدون,0.4,20,8
3979,بدون طباعة,PT-CLEAR,باكت,بدون,0.4,20,8
3980,بدون طباعة,PT-CLEAR,باكت,بدون,0.4,20,8
3981,18,PT-CLEAR,كيلو,بنانة,1,20,20
3982,20,PT-CLEAR,كيلو,بنانة,1,20,20
3983,12,PT-CLEAR,كيلو,بنانة,1,20,20
3984,بدون طباعة,PT-180122,كيلو,بدون,1,20,20
3985,24,PT-111111,كيلو,بنانة,1,20,20
3986,14,PT-CLEAR,كيلو,بنانة,1,20,20
3987,18,PT-CLEAR,كيلو,بنانة,1,20,20
3988,20,PT-CLEAR,كيلو,بنانة,1,20,20
3989,بدون طباعة,PT-CLEAR,رول,بدون,1,20,20
3990,بدون طباعة,PT-CLEAR,رول,بدون,2,10,20
3991,16,PT-CLEAR,كيلو,بنانة,1,20,20
3992,18,PT-CLEAR,كيلو,بنانة,1,20,20
3993,16,PT-111111,كيلو,بنانة,1,20,20
3994,20,PT-111111,كيلو,بنانة,1,20,20
3995,14,PT-111111,كيلو,علاقي هوك,1,20,20
3996,20,PT-111111,كيلو,علاقي هوك,1,20,20
3997,بدون طباعة,PT-111111,رول,بدون,1,20,20
3998,بدون طباعة,PT-CLEAR,رول,بدون,9,1,9
3999,20,PT-111111,كيلو,بنانة,1,20,20
4000,12,PT-111111,كيلو,بنانة,1,20,20
4001,18,PT-111111,كيلو,بنانة,1,20,20
4002,24,PT-111111,كيلو,بدون,1,20,20
4003,14,PT-CLEAR,كيلو,علاقي هوك,1,20,20
4004,20,PT-CLEAR,كيلو,علاقي هوك,1,20,20
4005,24,PT-111111,كيلو,بنانة,1,20,20
4006,بدون طباعة,PT-000000,كيلو,بدون,1,20,20
4007,16,PT-CLEAR,كيلو,بنانة,1,20,20
4008,بدون طباعة,PT-000000,باكت,بدون,1,20,20
4009,16,PT-CLEAR,كيلو,بنانة,1,20,20
4010,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4011,16,PT-CLEAR,كيلو,بنانة,1,20,20
4012,20,PT-CLEAR,كيلو,بنانة,1,20,20
4013,20,PT-111111,كيلو,بنانة,1,20,20
4014,20,PT-CLEAR,كيلو,بنانة,1,20,20
4015,34,PT-CLEAR,كيلو,بدون,1,20,20
4016,24,PT-CLEAR,كيلو,بدون,1,20,20
4017,39,PT-130231,كيلو,بدون,0.26,20,5.2
4018,22,PT-CLEAR,كيلو,علاقي,1,20,20
4019,14,PT-CLEAR,كيلو,بدون,1,20,20
4020,24,PT-111111,كيلو,علاقي,1,20,20
4021,18,PT-111111,كيلو,بنانة,1,20,20
4022,12,PT-111111,كيلو,بنانة,1,20,20
4023,14,PT-111111,كيلو,بنانة,1,20,20
4024,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4025,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4026,14,PT-CLEAR,كيلو,بدون,1,20,20
4027,22,PT-111111,كيلو,علاقي هوك,1,20,20
4028,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4029,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4030,14,PT-CLEAR,كيلو,بنانة,1,20,20
4031,بدون طباعة,PT-CLEAR,رول,بدون,30,1,30
4032,14,PT-CLEAR,كيلو,بدون,1,20,20
4033,18,PT-CLEAR,كيلو,علاقي هوك,1,20,20
4034,24,PT-CLEAR,كيلو,علاقي هوك,1,20,20
4035,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4036,18,PT-CLEAR,كيلو,بنانة,1,20,20
4037,22,PT-CLEAR,كيلو,بنانة,1,20,20
4038,16,PT-000000,كيلو,بنانة,1,20,20
4039,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4040,بدون طباعة,PT-111111,رول,بدون,1.8,10,18
4041,14,PT-111111,رول,بدون,1,20,20
4042,20,PT-CLEAR,كيلو,علاقي,1,20,20
4043,بدون طباعة,PT-CLEAR,كيلو,بنانة,1,20,20
4044,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4045,32,PT-CLEAR,كيلو,بدون,1,20,20
4046,14,PT-CLEAR,كيلو,بنانة,1,20,20
4047,14,PT-111111,كيلو,بنانة,1,20,20
4048,14,PT-CLEAR,كيلو,بدون,1,20,20
4049,16,PT-111111,كيلو,بنانة,1,20,20
4050,20,PT-111111,كيلو,بنانة,1,20,20
4051,20,PT-111111,كيلو,بنانة,1,20,20
4052,16,PT-CLEAR,كيلو,بنانة,1,20,20
4053,20,PT-CLEAR,كيلو,بنانة,1,20,20
4054,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4055,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4056,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4057,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4058,16,PT-CLEAR,كيلو,بنانة,1,20,20
4059,20,PT-CLEAR,كيلو,بنانة,1,20,20
4060,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4061,16,PT-CLEAR,كيلو,بدون,1,20,20
4062,12,PT-111111,كيلو,بنانة,1,20,20
4063,16,PT-CLEAR,كيلو,بنانة,1,20,20
4064,20,PT-CLEAR,كيلو,بنانة,1,20,20
4065,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4066,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4067,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4068,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4069,20,PT-160055,كيلو,علاقي هوك,1,20,20
4070,24,PT-160055,كيلو,علاقي هوك,1,20,20
4071,28,PT-160055,كيلو,علاقي هوك,1,20,20
4072,14,PT-CLEAR,كيلو,بدون,1,20,20
4073,16,PT-CLEAR,كيلو,بدون,1,20,20
4074,20,PT-CLEAR,كيلو,بدون,1,20,20
4075,24,PT-CLEAR,كيلو,بدون,1,20,20
4076,22,PT-CLEAR,كيلو,بنانة,1,20,20
4077,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
4078,بدون طباعة,PT-CLEAR,رول,بدون,20,1,20
4079,بدون طباعة,PT-111111,رول,بدون,1,20,20
4080,18,PT-111111,كيلو,بنانة,1,20,20
4081,بدون طباعة,PT-000000,باكت,بدون,1,20,20
4082,بدون طباعة,PT-000000,باكت,بدون,1,20,20
4083,32,PT-MIX,كيلو,بدون,1,20,20
4084,18,PT-111111,رول,بدون,1,20,20
4085,16,PT-111111,رول,بدون,1,20,20
4086,14,PT-CLEAR,كيلو,بنانة,1,20,20
4087,16,PT-CLEAR,كيلو,بنانة,1,20,20
4088,20,PT-CLEAR,كيلو,علاقي,1,20,20
4089,22,PT-CLEAR,كيلو,بنانة,1,20,20
4090,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4091,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4092,بدون طباعة,PT-111111,رول,بدون,1,20,20
4093,18,PT-CLEAR,كيلو,بنانة,1,20,20
4094,18,PT-CLEAR,كيلو,بنانة,1,20,20
4095,24,PT-CLEAR,كيلو,بنانة,1,20,20
4096,14,PT-CLEAR,كيلو,بدون,1,20,20
4097,14,PT-CLEAR,كيلو,بدون,1,20,20
4098,14,PT-111111,رول,بدون,1,20,20
4099,20,PT-111111,كيلو,علاقي هوك,1,20,20
4100,24,PT-111111,كيلو,علاقي هوك,1,20,20
4101,32,PT-111111,كيلو,علاقي هوك,1,20,20
4102,24,PT-CLEAR,كيلو,بدون,1,20,20
4103,24,PT-CLEAR,كيلو,بدون,1,20,20
4104,28,PT-CLEAR,كيلو,بدون,1,20,20
4105,28,PT-CLEAR,كيلو,بدون,1,20,20
4106,بدون طباعة,PT-111111,رول,بدون,1,20,20
4107,16,PT-111111,كيلو,بدون,1,20,20
4108,بدون طباعة,PT-111111,كيلو,بدون,0.084,20,1.68
4109,بدون طباعة,PT-120074,كيلو,علاقي,1,20,20
4110,20,PT-160055,كيلو,علاقي هوك,1,20,20
4111,22,PT-160055,كيلو,علاقي هوك,1,20,20
4112,28,PT-160055,كيلو,علاقي هوك,1,20,20
4113,14,PT-CLEAR,كيلو,بدون,1,20,20
4114,16,PT-CLEAR,كيلو,بدون,1,20,20
4115,20,PT-CLEAR,كيلو,بدون,1,20,20
4116,24,PT-CLEAR,كيلو,بدون,1,20,20
4117,27,PT-CLEAR,كيلو,بدون,1,20,20
4118,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
4119,24,PT-111111,كيلو,علاقي هوك,1,20,20
4120,16,PT-111111,كيلو,علاقي هوك,1,20,20
4121,18,PT-111111,كيلو,علاقي هوك,1,20,20
4122,24,PT-111111,كيلو,علاقي هوك,1,20,20
4123,17,PT-CLEAR,كيلو,بدون,1,20,20
4124,18,PT-111111,باكت,بدون,1,20,20
4125,بدون طباعة,PT-120074,كيلو,بدون,1,20,20
4126,8,PT-111111,رول,بدون,1,20,20
4127,بدون طباعة,PT-111111,باكت,بدون,1,20,20
4128,20,PT-CLEAR,كيلو,بدون,1,20,20
4129,16,PT-111111,كيلو,بدون,1,20,20
4130,20,PT-111111,كيلو,بدون,1,20,20
4131,24,PT-111111,كيلو,بدون,1,20,20
4132,بدون طباعة,PT-CLEAR,باكت,بدون,1,20,20
4133,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4134,14,PT-111111,كيلو,بنانة,1,20,20
4135,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
4136,بدون طباعة,PT-111111,كيلو,بدون,1,20,20
4137,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4138,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4139,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4140,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4141,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4142,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4143,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4144,بدون طباعة,PT-CLEAR,كيلو,بدون,1,20,20
4145,20,PT-111111,كيلو,علاقي هوك,1,20,20
4146,20,PT-111111,كيلو,بدون,1,20,20
4147,12,PT-CLEAR,كيلو,بنانة,1,20,20
4148,18,PT-CLEAR,كيلو,بنانة,1,20,20
4149,24,PT-111111,كيلو,علاقي هوك,1,20,20
4150,18,PT-CLEAR,كيلو,علاقي,1,20,20
4151,28,PT-180361,كيلو,علاقي,1,20,20
4152,28,PT-111111,كيلو,علاقي,1,20,20
4153,بدون طباعة,PT-CLEAR,كيلو,بنانة,1,20,20
4154,14,PT-111111,كيلو,علاقي,1,20,20
4155,20,PT-111111,كيلو,علاقي,1,20,20
4156,26,PT-111111,كيلو,علاقي,1,20,20
4157,16,PT-CLEAR,كيلو,بنانة,1,20,20
4158,بدون طباعة,PT-120074,رول,بدون,1,20,20
4159,20,PT-000000,كيلو,بدون,0.066,20,1.32
4160,10,PT-120074,كيلو,بنانة,1,20,20
4161,بدون طباعة,PT-CLEAR,رول,بدون,1,20,20
4162,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4163,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4164,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4165,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4166,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4167,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4168,بدون طباعة,PT-111111,كيلو,بنانة,1,20,20
4169,20,PT-111111,كيلو,علاقي,1,20,20
4170,بدون طباعة,PT-120074,رول,بدون,1,20,20
4171,18,PT-111111,كيلو,علاقي,1,20,20
